Feeling Word (EN),Feeling Word (ES),Feeling Word (PT),Feeling Word (IT),It might relate to (EN),It might relate to (ES),It might relate to (PT),It might relate to (IT),Adaptive Explanation (EN),Adaptive Explanation (ES),Adaptive Explanation (PT),Adaptive Explanation (IT)
Evolving,Evolucionando,Evoluindo,In evoluzione,Growth / Development,Crecimiento / Desarrollo,Crescimento / Desenvolvimento,Crescita / Sviluppo,Signals transformation in response to new experiences or insight.,Indica la transformación en respuesta a nuevas experiencias o perspicacia.,Sinaliza a transformação em resposta a novas experiências ou percepções.,Segnala la trasformazione in risposta a nuove esperienze o intuizioni.
Expanding,Expandiendo,Expandindo,In espansione,Growth / Development,Crecimiento / Desarrollo,Crescimento / Desenvolvimento,Crescita / Sviluppo,"Broadens your perspective or abilities, enabling greater impact.","Amplía tu perspectiva o habilidades, lo que permite un mayor impacto.","Amplia sua perspectiva ou habilidades, possibilitando maior impacto.","Allarga la tua prospettiva o le tue abilità, consentendo un impatto maggiore."
Flourishing,Floreciendo,Florescendo,Fiorente,Growth / Development,Crecimiento / Desarrollo,Crescimento / Desenvolvimento,Crescita / Sviluppo,"Reflects thriving in alignment with environment, purpose, and potential.","Refleja el éxito en la alineación con el entorno, el propósito y el potencial.","Reflete o florescimento em alinhamento com o ambiente, propósito e potencial.","Riflette la prosperità in allineamento con l'ambiente, lo scopo e il potenziale."
Growing,Creciendo,Crescendo,Crescente,Growth / Development,Crecimiento / Desarrollo,Crescimento / Desenvolvimento,Crescita / Sviluppo,"Reflects ongoing learning and adaptation, strengthening future capacity.","Refleja el aprendizaje continuo y la adaptación, fortaleciendo la capacidad futura.","Reflete aprendizado contínuo e adaptação, fortalecendo a capacidade futura.","Riflette l'apprendimento e l'adattamento in corso, rafforzando la capacità futura."
Improving,Mejorando,Melhorando,In miglioramento,Growth / Development,Crecimiento / Desarrollo,Crescimento / Desenvolvimento,Crescita / Sviluppo,Encourages continued effort and reflection to enhance performance.,Fomenta el esfuerzo continuo y la reflexión para mejorar el rendimiento.,Incentiva o esforço contínuo e a reflexão para aprimorar o desempenho.,Incoraggia uno sforzo continuo e una riflessione per migliorare le prestazioni.
Learning,Aprendiendo,Aprendendo,In apprendimento,Growth / Development,Crecimiento / Desarrollo,Crescimento / Desenvolvimento,Crescita / Sviluppo,Builds resilience and flexibility by integrating new understanding.,Construye resiliencia y flexibilidad al integrar una nueva comprensión.,Constrói resiliência e flexibilidade integrando nova compreensão.,Costruisce resilienza e flessibilità integrando una nuova comprensione.
Maturing,Madurando,Amadurecendo,In maturazione,Growth / Development,Crecimiento / Desarrollo,Crescimento / Desenvolvimento,Crescita / Sviluppo,Highlights emotional and cognitive refinement through experience.,Destaca el refinamiento emocional y cognitivo a través de la experiencia.,Destaca o refinamento emocional e cognitivo através da experiência.,Mette in evidenza il raffinamento emotivo e cognitivo attraverso l'esperienza.
Progressing,Progresando,Progredindo,Che progredisce,Growth / Development,Crecimiento / Desarrollo,Crescimento / Desenvolvimento,Crescita / Sviluppo,Reinforces perseverance and goal alignment through steady movement.,Refuerza la perseverancia y la alineación con los objetivos a través de un movimiento constante.,Reforça a perseverança e o alinhamento com o objetivo através de movimento constante.,Rafforza la perseveranza e l'allineamento degli obiettivi attraverso un movimento costante.
Transforming,Transformando,Transformando,Che si trasforma,Growth / Development,Crecimiento / Desarrollo,Crescimento / Desenvolvimento,Crescita / Sviluppo,Supports deep change and renewal aligned with evolving purpose.,Apoya un cambio profundo y la renovación alineada con un propósito en evolución.,Apoia a mudança profunda e a renovação alinhada com o propósito em evolução.,Supporta un cambiamento profondo e il rinnovamento allineato con lo scopo in evoluzione.
Afflicted,Afligido,Aflito,Afflitto,Hurt,Dolor / Daño,Dor / Magoa,Ferita / Dolore,"Highlights ongoing difficulty, prompting support or adaptation.","Destaca la dificultad continua, lo que provoca apoyo o adaptación.","Destaca a dificuldade contínua, incitando apoio ou adaptação.","Mette in evidenza una difficoltà in corso, spingendo al supporto o all'adattamento."
Aggrieved,Agraviado,Ofendido,Addolorato,Hurt,Dolor / Daño,Dor / Magoa,Ferita / Dolore,"Signals perceived injustice or harm, motivating self-advocacy or redress.","Indica una injusticia o un daño percibido, lo que motiva la autodefensa o la reparación.","Sinaliza injustiça ou dano percebido, motivando a auto-defesa ou a reparação.","Segnala un'ingiustizia o un danno percepito, motivando l'autodifesa o la riparazione."
Agonized,Agonizado,Agonizado,Agonizzante,Hurt,Dolor / Daño,Dor / Magoa,Ferita / Dolore,"Calls urgent attention to profound distress, motivating immediate response.","Llama la atención urgente a la angustia profunda, lo que motiva una respuesta inmediata.","Chama a atenção urgente para angústia profunda, motivando resposta imediata.","Richiama un'attenzione urgente a un profondo disagio, motivando una risposta immediata."
Distressed,Angustiado,Angustiado,Angosciato,Hurt,Dolor / Daño,Dor / Magoa,Ferita / Dolore,"Alerts you to internal or external threats, prompting protective action.","Te alerta sobre amenazas internas o externas, lo que provoca una acción protectora.","Alerta para ameaças internas ou externas, incitando uma ação protetora.","Ti avvisa di minacce interne o esterne, spingendo a un'azione protettiva."
Hurt,Herido,"Machucado, Ferido",Ferito,Hurt,Dolor / Daño,Dor / Magoa,Ferita / Dolore,"Signals that a need or boundary has been violated, inviting care or repair.","Indica que se ha violado una necesidad o un límite, lo que invita al cuidado o a la reparación.","Sinaliza que uma necessidade ou limite foi violado, convidando a cuidado ou reparo.","Segnala che un bisogno o un confine sono stati violati, invitando alla cura o alla riparazione."
Injured,Lesionado,Lesionado,Infortunato,Hurt,Dolor / Daño,Dor / Magoa,Ferita / Dolore,Encourages rest and healing from physical or emotional damage.,Fomenta el descanso y la curación del daño físico o emocional.,Incentiva o descanso e a cura de danos físicos ou emocionais.,Incoraggia il riposo e la guarigione da danni fisici o emotivi.
Pained,Dolorido,Dolorido,Dolorante,Hurt,Dolor / Daño,Dor / Magoa,Ferita / Dolore,Draws attention to emotional or physical strain that requires support or change.,Llama la atención sobre la tensión emocional o física que requiere apoyo o cambio.,Chama a atenção para a tensão emocional ou física que requer apoio ou mudança.,Richiama l'attenzione sulla tensione emotiva o fisica che richiede supporto o cambiamento.
Suffering,Sufriendo,Sofrendo,Soffrente,Hurt,Dolor / Daño,Dor / Magoa,Ferita / Dolore,Validates the reality of pain and can evoke empathy or help-seeking.,Valida la realidad del dolor y puede evocar empatía o la búsqueda de ayuda.,Valida a realidade da dor e pode evocar empatia ou a busca por ajuda.,Convalida la realtà del dolore e può evocare empatia o la ricerca di aiuto.
Tormented,Atormentado,Atormentado,Tormentato,Hurt,Dolor / Daño,Dor / Magoa,Ferita / Dolore,"Intensifies awareness of unresolved pain, urging resolution or change.","Intensifica la conciencia del dolor no resuelto, instando a la resolución o al cambio.","Intensifica a consciência da dor não resolvida, solicitando resolução ou mudança.","Intensifica la consapevolezza del dolore irrisolto, spingendo alla risoluzione o al cambiamento."
Troubled,Preocupado,Preocupado,Preoccupato,Hurt,Dolor / Daño,Dor / Magoa,Ferita / Dolore,"Brings focus to inner unrest, inviting reflection or problem-solving.","Enfoca el malestar interno, invitando a la reflexión o a la resolución de problemas.","Traz o foco para a inquietação interna, convidando a reflexão ou resolução de problemas.","Porta la concentrazione sul disagio interiore, invitando alla riflessione o alla risoluzione dei problemi."
Wounded,Herido,Ferido,Ferito,Hurt,Dolor / Daño,Dor / Magoa,Ferita / Dolore,"Indicates deep vulnerability, prompting healing and reflection.","Indica una profunda vulnerabilidad, lo que provoca curación y reflexión.","Indica vulnerabilidade profunda, incitando a cura e a reflexão.","Indica una profonda vulnerabilità, spingendo alla guarigione e alla riflessione."
Autonomous,Autónomo,Autônomo,Autonomo,Independence,Independencia,Independência,Indipendenza,Supports self-governance and responsibility in decision-making.,Apoya el autogobierno y la responsabilidad en la toma de decisiones.,Apoia a autogovernança e a responsabilidade na tomada de decisão.,Supporta l'autogoverno e la responsabilità nel processo decisionale.
Detached,Desapegado,Desapegado,Distaccato,Independence,Independencia,Independência,Indipendenza,Provides emotional space to reflect and maintain perspective in complex situations.,Proporciona espacio emocional para reflexionar y mantener la perspectiva en situaciones complejas.,Fornece espaço emocional para refletir e manter a perspectiva em situações complexas.,Fornisce spazio emotivo per riflettere e mantenere la prospettiva in situazioni complesse.
Free,Libre,Livre,Libero,Independence,Independencia,Independência,Indipendenza,"Creates space for authenticity and choice, fostering self-expression.","Crea espacio para la autenticidad y la elección, fomentando la autoexpresión.","Cria espaço para a autenticidade e a escolha, fomentando a auto-expressão.","Crea spazio per l'autenticità e la scelta, favorendo l'autoespressione."
Independent,Independiente,Independente,Indipendente,Independence,Independencia,Independência,Indipendenza,"Strengthens agency and initiative, enabling self-directed growth.","Fortalece la capacidad de agencia y la iniciativa, lo que permite el crecimiento autodirigido.","Fortalece a autonomia e a iniciativa, possibilitando o crescimento autodirigido.","Rafforza l'azione e l'iniziativa, consentendo una crescita autodiretta."
Liberated,Liberado,Libertado,Liberato,Independence,Independencia,Independência,Indipendenza,"Affirms release from constraint, enabling empowered action.","Afirma la liberación de la restricción, lo que permite una acción empoderada.","Afirma a liberação de restrições, possibilitando uma ação empoderada.","Afferma il rilascio da vincoli, consentendo un'azione potenziata."
Self-governing,Autogobernado,Autogovernado,Autogovernato,Independence,Independencia,Independência,Indipendenza,Supports personal agency and accountability through internal decision-making.,Apoya la capacidad de agencia personal y la responsabilidad a través de la toma de decisiones internas.,Apoia a autonomia pessoal e a responsabilidade através da tomada de decisão interna.,Supporta l'autonomia personale e la responsabilità attraverso il processo decisionale interno.
Self-reliant,Autosuficiente,Autoconfiante,Autosufficiente,Independence,Independencia,Independência,Indipendenza,Builds inner strength and confidence through personal capability.,Construye fuerza interior y confianza a través de la capacidad personal.,Constrói força interior e confiança através da capacidade pessoal.,Costruisce forza interiore e fiducia attraverso la capacità personale.
